Format,Scope,Constraint,Lobby size,Result,Simulations run,Detail
Auction,Nationality: Senegal,Not applicable,5,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Serbia,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Serbia,Not applicable,3,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Serbia,Not applicable,4,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Serbia,Not applicable,5,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovakia,Not applicable,2,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovakia,Not applicable,3,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovakia,Not applicable,4,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovakia,Not applicable,5,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovenia,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovenia,Not applicable,3,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovenia,Not applicable,4,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Slovenia,Not applicable,5,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: South Korea,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: South Korea,Not applicable,3,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: South Korea,Not applicable,4,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: South Korea,Not applicable,5,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Spain,Not applicable,2,OK,5000,
Auction,Nationality: Spain,Not applicable,3,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Spain,Not applicable,4,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Spain,Not applicable,5,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Sweden,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Sweden,Not applicable,3,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Sweden,Not applicable,4,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Sweden,Not applicable,5,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Switzerland,Not applicable,2,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Switzerland,Not applicable,3,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Switzerland,Not applicable,4,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Switzerland,Not applicable,5,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Tunisia,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Tunisia,Not applicable,3,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Tunisia,Not applicable,4,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Tunisia,Not applicable,5,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Türkiye,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Türkiye,Not applicable,3,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Türkiye,Not applicable,4,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Türkiye,Not applicable,5,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: U.S.A.,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: U.S.A.,Not applicable,3,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: U.S.A.,Not applicable,4,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: U.S.A.,Not applicable,5,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Ukraine,Not applicable,2,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Ukraine,Not applicable,3,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Ukraine,Not applicable,4,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Ukraine,Not applicable,5,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Uruguay,Not applicable,2,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Uruguay,Not applicable,3,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Uruguay,Not applicable,4,SHORTAGE,1,"Auction: drafter 1 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Uruguay,Not applicable,5,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Venezuela,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Venezuela,Not applicable,3,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Venezuela,Not applicable,4,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Venezuela,Not applicable,5,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Wales,Not applicable,2,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Wales,Not applicable,3,SHORTAGE,1,"Auction: drafter 0 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Wales,Not applicable,4,SHORTAGE,1,"Auction: drafter 3 left with unfillable slot(s), backfill has no eligible unsold player"
Auction,Nationality: Wales,Not applicable,5,SHORTAGE,1,"Auction: drafter 2 left with unfillable slot(s), backfill has no eligible unsold player"
Deal or No Deal,All players,Not applicable,2,OK,5000,
Deal or No Deal,All players,Not applicable,3,OK,5000,
Deal or No Deal,All players,Not applicable,4,OK,5000,
Deal or No Deal,All players,Not applicable,5,OK,5000,
Deal or No Deal,Top 5 leagues,Not applicable,2,OK,5000,
Deal or No Deal,Top 5 leagues,Not applicable,3,OK,5000,
Deal or No Deal,Top 5 leagues,Not applicable,4,OK,5000,
Deal or No Deal,Top 5 leagues,Not applicable,5,OK,5000,
Deal or No Deal,League: Serie A,Not applicable,2,OK,5000,
Deal or No Deal,League: Serie A,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 5 (LW) needed 6 boxes, only 5 eligible remained"
Deal or No Deal,League: Serie A,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 2 (AMF) needed 8 boxes, only 6 eligible remained"
Deal or No Deal,League: Serie A,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (LB) needed 10 boxes, only 7 eligible remained"
Deal or No Deal,League: Premier Division,Not applicable,2,OK,5000,
Deal or No Deal,League: Premier Division,Not applicable,3,OK,5000,
Deal or No Deal,League: Premier Division,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 3 (LB) needed 8 boxes, only 7 eligible remained"
Deal or No Deal,League: Premier Division,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 6 (LB) needed 10 boxes, only 7 eligible remained"
Deal or No Deal,League: First Division,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 7 (CDM) needed 4 boxes, only 3 eligible remained"
Deal or No Deal,League: First Division,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 9 (CDM) needed 6 boxes, only 3 eligible remained"
Deal or No Deal,League: First Division,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 3 (RB) needed 8 boxes, only 6 eligible remained"
Deal or No Deal,League: First Division,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 2 (GK) needed 10 boxes, only 8 eligible remained"
Deal or No Deal,League: Bundesliga,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 4 boxes, only 3 eligible remained"
Deal or No Deal,League: Bundesliga,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (GK) needed 6 boxes, only 2 eligible remained"
Deal or No Deal,League: Bundesliga,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 8 boxes, only 6 eligible remained"
Deal or No Deal,League: Bundesliga,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (GK) needed 10 boxes, only 2 eligible remained"
Deal or No Deal,League: Ligue 1 Uber Eats,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 2 (RB) needed 4 boxes, only 2 eligible remained"
Deal or No Deal,League: Ligue 1 Uber Eats,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 6 boxes, only 3 eligible remained"
Deal or No Deal,League: Ligue 1 Uber Eats,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 8 boxes, only 3 eligible remained"
Deal or No Deal,League: Ligue 1 Uber Eats,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 10 boxes, only 5 eligible remained"
Deal or No Deal,Nationality: Algeria,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Algeria,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Algeria,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Algeria,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (GK) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Argentina,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 3 (RB) needed 4 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Argentina,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 6 boxes, only 3 eligible remained"
Deal or No Deal,Nationality: Argentina,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 8 boxes, only 4 eligible remained"
Deal or No Deal,Nationality: Argentina,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 10 boxes, only 4 eligible remained"
Deal or No Deal,Nationality: Armenia,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CDM) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Armenia,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Armenia,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Armenia,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (GK) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Austria,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 4 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Austria,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Austria,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 8 boxes, only 3 eligible remained"
Deal or No Deal,Nationality: Austria,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Belgium,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Belgium,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Belgium,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 8 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Belgium,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Bosnia & Herzegovina,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (LB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Bosnia & Herzegovina,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Bosnia & Herzegovina,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Bosnia & Herzegovina,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (GK) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Brazil,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 2 (AMF) needed 4 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Brazil,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 6 boxes, only 5 eligible remained"
